,question,answer,language,section,wrong_answer
44,我应使用何种清洁产品来预防感染COVID-19？,对频繁接触表面进行清洁和消毒，例如桌子、门把手、电灯开关、台面、扶手、书桌、电话、键盘、马桶、水龙头和水槽。如果表面有脏污，消毒之前先使用清洁剂或肥皂和水进行清洁。大多数EPA注册的常见家用消毒剂均可有效地用于消毒。查看CDC关于家庭清洁和消毒的建议。  ,chinese,Frequently Asked Questions,"制定家庭行动计划有助于在您的社区中爆发COVID-19疫情时保护您和您家人的健康：

与需要纳入您计划的人们沟通，讨论如果您的社区爆发COVID-19怎么办。 
计划如何照顾那些更有可能出现严重并发症的人，特别是老年人以及严重慢性病患者，例如心脏病、肺病和肾病。  
确保您备有数周用量的药物和日常用品，以供长期居家生活之需。


了解您的邻居，并查明您所在街区是否有可供联络之用的网站或社交媒体页面。
制定一份本地组织清单，在您需要获取信息、医疗卫生服务、支持和资源时，您和您的家人可以联系这些组织。
创建紧急联系人列表，包括家人、朋友、邻居、拼车驾驶员、健康护理提供者、老师、雇主、本地公共卫生部门，以及其他社区资源。

"
45,如果无法在商店中买到免洗手消毒液，我应该自己制作吗？,"


CDC推荐用肥皂和水洗手至少20秒，或者在没有肥皂和水可用时，使用含至少60%酒精的免洗手部消毒液。这些均为个人可以采取的日常预防措施，以减缓呼吸系统疾病（如COVID-19）的传播。 

洗手时，您可以使用普通肥皂或抗菌肥皂。普通肥皂跟抗菌肥皂一样可以有效移除细菌。
如果没有肥皂和水可用，您可以使用FDA批准的含至少60%酒精的免洗手消毒液。您可以通过产品标签确定该免洗手消毒液酒精含量是否达到60%。 

出于对原料正确使用的担忧external iconexternal icon 以及需要在无菌环境下操作的要求，CDC不建议制作和使用自制手部消毒液产品。本地行业正在寻求生产免洗手消毒液，以填补市场商品短缺，参见 世界卫生组织指南pdf iconexternal iconpdf iconexternal icon。一旦可以买到这些产品补给后，各组织应转而使用商业生产的、FDA批准的产品。  

为有效杀灭一些类型的致病微生物，免洗手消毒液需要至少60%的酒精含量并在手部没有明显脏污或油污的情况下使用。  
不要依赖主要基于精油或没有正确混合操作的“自己制作”或“自制”配方。
请勿使用免洗手消毒液为频繁接触表面和物体消毒。参见CDC关于家庭清洁和消毒的信息。 

查看手部卫生常见问题，获取医疗卫生人员对COVID-2019的回复。


",chinese,Frequently Asked Questions,隔离是指将曾经接触到传染性疾病、但尚未发生疾病（症状）的个人或群体与未接触到该疾病的其他人分开，以防止该疾病传播的可能。隔离通常根据传染病的潜伏期而确立，而潜伏期是指相关人员从接触病毒到发病的时间范围。COVID-19的隔离期为自最后一次接触之日起的14天，因为此病毒的潜伏期为2至14天。COVID-19的解除隔离人群通常不具有将病毒传播给他人的风险，因为他们在隔离期间没有发病。
46,如果我所在社区爆发了疫情，我应该怎么做？,"在疫情爆发期间，您应保持冷静并实施您的应对计划。采取下列措施：
保护您和他人。

如果您已生病，请待在家中。远离生病的人。尽可能限制与他人之间的近距离接触（约6英尺）。

实施您的家庭计划。

随时关注当地COVID-19最新疫情。关注您所在地区的学校临时停课通知，因为这可能影响您家庭的日常生活。


继续执行每日预防措施。咳嗽和打喷嚏时用纸巾遮住，并经常用肥皂和水洗手20秒以上。如果没有肥皂和水，使用含60%酒精的免洗手消毒液。使用日常家用清洁剂和水每天清洁频繁接触的表面和物体。
如果您的固定工作时间表发生了变动，请尽快通知您的工作场所。如果您或您的某位家人出现了COVID-19症状，或者您孩子的学校暂时停课，可要求在家里工作或请假。了解企业和雇主可以如何针对COVID-19制定计划并进行应对。  
通过电话或电子邮件与他人保持联系。如果您存在慢性健康问题并独自居住，可请家人、朋友和医务人员在疫情爆发期间定期查看您的情况。与家人和朋友保持联系，特别是重病风险较高人群，例如老年人和存在严重的慢性健康问题的人群。 

",chinese,Frequently Asked Questions,洗手是保护您与您的家人远离疾病的最佳途径之一。经常用肥皂和水洗手20秒以上，尤其是擤鼻涕、咳嗽或打喷嚏后、如厕后，以及用餐或做饭前。如果没有现成的肥皂和水，可使用酒精含量至少为60%的免洗手消毒液。
47,如果我所在社区爆发了疫情，学校是否将停课？,取决于具体的情况，公共卫生官员可能建议社区采取行动以减少与COVID-19的接触，例如学校停课。阅读或观看报告学校停课情况的当地媒体资源，并关注您孩子所在学校的通信。如果学校临时停课，请阻止学生和教职员工前往任何地方聚会或社交，例如朋友的家、最喜欢的餐厅或当地的购物中心。,chinese,Frequently Asked Questions,鉴于有关COVID-19传播方式的新数据，以及在全国各地社区中广泛传播的COVID-19疾病的相关证据，CDC建议人们在社区环境中佩戴布制面罩遮掩口鼻。这是人们为了减少COVID-19的传播应当采取的另一项公共卫生措施，补充（而非替代）保持社交距离、经常清洁手部和其他日常预防措施。布制面罩并非用于保护佩戴者，而是可以防止佩戴者将病毒传播给他人。这对于无症状感染者而言尤为重要。如果某人必须进入公共场所（例如杂货店），则应佩戴布制面罩。依照CDC现行指南中的建议，医用口罩和N-95口罩应留给医护人员和其他应急响应者使用。 
48,如果我所在社区爆发了疫情，我是否应继续上班？,遵守您当地的卫生官员的建议。尽可能待在家中。与您的雇主讨论可否在在家办公。如果您或您的某位家人出现了COVID-19症状，或者您孩子的学校暂时停课，可向雇主请假。雇主应认识到，在社区疫情爆发期间，可能更多员工需要待在家中照看生病的孩子或其他生病的家庭成员。 ,chinese,Frequently Asked Questions,"
当前，没有证据表明服用布洛芬或萘普生会导致更严重的COVID-19感染情况。
患有高血压的人群应遵医嘱服用降压药，并应配合医生使血压尽量得到控制。任何有关药物的变更只应通过您的医疗提供方完成。
"
49,我社区内的企业和学校会关闭或保持关闭吗？持续多长时间？我的社区内是否会有“居家”或“住处避难”命令？,"CDC提出建议、分享信息并提供指南，以帮助减缓COVID-19在美国传播，其中包括针对学校和企业的指南。CDC定期向州、地方、领地和部落卫生部门分享信息并提供协助。这些地方部门负责进行包括“居家”或“住处避难”的决策。这些命令中的内容及其执行方式均由当地有关部门决定。这些决策还可能取决于很多因素，例如特定社区的病毒如何传播。
请联系您的当地卫生部门获取更多信息。 ",chinese,Frequently Asked Questions,为您的工作场所可能发生的变动做好准备。与您的雇主讨论其应急预案，包括病假政策和远程办公选项。了解企业和雇主可以如何针对COVID-19制定计划并进行应对。 
50,COVID-19 会引发哪些症状和并发症？,据目前报道，COVID-19 患者的症状包括轻度至重度呼吸道疾病，伴有发烧1、咳嗽和呼吸困难。了解更多 COVID-19 症状。 ,chinese,Frequently Asked Questions,美国公民在美国境外死亡时，死者的近亲或法定代理人应通知美国国务院的美国领事官员。领事人员每周 7 天，每天 24 小时为美国公民提供海外紧急援助。如果死者的家庭成员、伴侣或法定代理人与死者不在同一国家，则应于东部时间周一至周五的上午 8 至下午 5 致电华盛顿特区的美国国务院海外公民服务办公室，电话为 888-407-4747（免费电话）或 202-501-4444 。如需在工作时间以外或周末和节假日寻求紧急援助，请拨打 202-647-4000 致电美国国务院总机，并要求与海外公民服务值班人员通话。此外，美国公民死亡地国家内或离该国最近的美国大使馆external iconexternal iconexternal icon可以提供帮助。 
51,我应该接受 COVID-19 检测吗？,不是每个人都需要进行COVID-19检测。获取更多关于检测的信息，参见COVID-19检测。 ,chinese,Frequently Asked Questions,请参阅 CDC 有关将狗带入美国的要求。目前的狂犬病疫苗接种要求适用于从中国（狂犬病高风险国家）带入的狗。  
52,我去哪里接受COVID-19检测？,每个地方的检测流程和地点都不一样。联系您的州、本地、部落或领地相关部门获取更多信息，或联系医疗卫生提供者。州和本地公共卫生部门已经收到了来自CDC的检测工具，而医疗卫生提供者的检测工具来自商业生产商。虽然这些检测的供给在增加，但要找到获得检测的地方可能还是很困难。查看COVID-19检测获取更多信息。 ,chinese,Frequently Asked Questions,"

观察您的孩子是否有任何疾病症状。

如果您发现任何符合COVID-19症状的体征，特别是发烧、咳嗽或气短，请联系您的医疗卫生提供者并让孩子待在家里，尽量远离他人。遵循CDC的如果生病了应该怎么办指南。 


观察您孩子的压力征兆

观察一些常见的变化，包括过度担心或忧伤、不健康的饮食和睡眠习惯，以及无法集中精力。如需获取更多信息，请查看CDC网站“致父母”部分，管理焦虑和压力。 
花时间与您的孩子讨论COVID-19疫情爆发。以您的孩子能够理解的方式解答问题并分享有关COVID-19的事实。 
访问CDC帮助儿童处理突发事件或与儿童谈论COVID-19获取更多信息。  


教导并加强日常预防措施。  
父母和看护人在教导孩子洗手方面起着重要作用。让孩子明白洗手可以保持他们的健康，并阻止将病毒传播给其他人。
以身作则，如果您经常洗手，孩子们也很可能这样做。
让洗手成为一项家庭习惯。 


帮助您的孩子保持活跃。

鼓励您的孩子到户外活动，这对身心健康都有益处。和孩子一起散步或骑自行车。
每天采取室内休息活动（拉伸休息、舞蹈休息），帮助您的孩子保持健康和专注。


帮助您的孩子保持社交联系。

通过电话或视频聊天与朋友和家人联系。
给可能无法探望的家人写卡片或信件。
一些学校和非营利组织，例如学术、社会和情绪学习协作组织external iconexternal icon和耶鲁情绪智力中心external iconexternal icon，具备社会和情绪学习资源。查看您的学校是否提供提示和指南，支持您地孩子的社会和情绪学习需求。  



"
53,一个人有可能在检测为 COVID-19 阴性之后又被检测出呈阳性吗？,"使用 CDC 开发的诊断检测，结果为阴性是指在受测者样本中未发现导致 COVID-19 的病毒。在感染的早期阶段，有可能检测不到病毒。
对于 COVID-19，一个人在出现症状时所采集的样本的检测结果为阴性可能意味着当前疾病并非由 COVID-19 病毒引起。",chinese,Frequently Asked Questions,"CDC提出建议、分享信息并提供指南，以帮助减缓COVID-19在美国传播，其中包括针对学校和企业的指南。CDC定期向州、地方、领地和部落卫生部门分享信息并提供协助。这些地方部门负责进行包括“居家”或“住处避难”的决策。这些命令中的内容及其执行方式均由当地有关部门决定。这些决策还可能取决于很多因素，例如特定社区的病毒如何传播。
请联系您的当地卫生部门获取更多信息。 "
54,哪些人的 COVID-19 重症风险较高？,"COVID-19是一种新出现的疾病，目前有关导致严重疾病的风险因素信息很少。基于目前可获得的信息以及临床专业知识，老年人以及患有严重基础疾病的各年龄段人群因为COVID-19而患上重病的风险可能较高。  
据我们目前所知，COVID-19 重病的高危人群有：

65岁及以上的人士
住在养老院或长期护理设施的人群

各年龄段有基础疾病的人，尤其是未得到良好控制的人，包括：

慢性肺病或中度至重度哮喘的患者
严重心脏病患者
免疫功能低下的人 
有多种情况会导致患者免疫功能低下，包括癌症治疗、抽烟、骨髓或器官移植、免疫缺陷、HIV或AIDS病情控制不当，以及长时间服用类固醇或其他有损免疫功能的药物


严重肥胖人士（体重指数[BMI] ≥40）
糖尿病患者
正在接受透析的慢性肾病患者
肝病患者

",chinese,Frequently Asked Questions,美国公民在美国境外死亡时，死者的近亲或法定代理人应通知美国国务院的美国领事官员。领事人员每周 7 天，每天 24 小时为美国公民提供海外紧急援助。如果死者的家庭成员、伴侣或法定代理人与死者不在同一国家，则应于东部时间周一至周五的上午 8 至下午 5 致电华盛顿特区的美国国务院海外公民服务办公室，电话为 888-407-4747（免费电话）或 202-501-4444 。如需在工作时间以外或周末和节假日寻求紧急援助，请拨打 202-647-4000 致电美国国务院总机，并要求与海外公民服务值班人员通话。此外，美国公民死亡地国家内或离该国最近的美国大使馆external iconexternal iconexternal icon可以提供帮助。 
55,COVID-19 重症风险较高的人该怎么办？,"如果您为COVID-19重症高风险人群，您应：

储备物资
采取日常预防措施，与他人保持距离
外出到公共场所时，请远离生病的人
限制近距离接触，并经常洗手
避免人群、邮轮旅行和非必要旅行

如果您所在的社区爆发疫情，请尽量留在家中。观察是否出现症状和重症体征。如果生病，请留在家中并致电您的医生。您可参阅COVID-19重症高风险人群，了解有关如何准备、生病后如何应对以及社区和护理人员如何为高风险人群提供支持的更多信息。 ",chinese,Frequently Asked Questions,"老年人和患有严重基础疾病的人群感染COVID-19的风险最高。

如果您家中的其他人患上 COVID-19 重症的风险特别高，请考虑采取额外预防措施，将您的孩子与这些人隔离。​​​​​​​ 
如果您在学校关闭期间无法在家陪您的孩子，慎重考虑提供照护的最佳人员。如果由COVID-19高风险的人（老年人，例如祖父母或患有慢性疾病的人）提供照顾，限制孩子与其他人的接触时间。
考虑推迟去看望年长家庭成员和祖父母的探视或旅行。通过网络或写信和发送邮件与他们联系。

"
56,属于COVID-19重症高风险人群的基础疾病是如何筛选的？,"此列表基于：

我们通过其他国家和美国爆发的疫情所了解到的情况。
我们已知的其他呼吸道感染（例如流感）的风险情况。

随着CDC逐步获得有关美国COVID-19病例的更多信息，我们将在必要时更新此列表。",chinese,Frequently Asked Questions,"引发COVID-19的病毒被认为主要以人传人的方式，通过感染患者咳嗽或打喷嚏时产生的呼吸道飞沫进行传播。这些飞沫可能附着到附近的人的嘴巴或鼻子上，或者可能被吸入肺部。当人们近距离接触时（约6英尺以内）传播的可能性更高。
COVID-19在很多受影响地区的社区中似乎可以轻易且持续地传播（“社区传播”）。社区传播意味着人们已经在某个地区感染了这种病毒，其中包括不确定自己是在何处或如何受到感染的人。 
了解新发冠状病毒已知信息。 "
57,如果我感染了COVID-19需要避免服用什么药物？,"
当前，没有证据表明服用布洛芬或萘普生会导致更严重的COVID-19感染情况。
患有高血压的人群应遵医嘱服用降压药，并应配合医生使血压尽量得到控制。任何有关药物的变更只应通过您的医疗提供方完成。
",chinese,Frequently Asked Questions,CDC正与其他联邦合作伙伴一起提供全政府疫情应对。这是一个新发、快速发展的疫情，而CDC将继续提供最新信息。CDC24/7会尽一切力量保护人们的健康。更多关于CDC应对COVID-19疫情的信息可从线上获得。 
58,应如何看待此列表中未包含的潜在健康问题？,"基于可获得的信息，65岁及以上的成年人以及存在此列表中包含的基础疾病的各年龄段人士因为COVID-19而患上重病的风险较高，且预后不乐观。CDC正在定期收集和分析数据，并将在了解到更多信息后更新此列表。存在此列表中未包含的基础疾病的人士也同样可能面临着较高的风险，如对此有疑虑可以咨询医务人员。
我们建议所有人（无论是否存在风险）都应：

采取措施保护您自己和他人。 
如果您生病并伴有发烧、咳嗽或气短，致电您的医疗卫生提供者。  
遵循CDC的旅行指南以及您所在州和地方卫生官员的建议。 

",chinese,Frequently Asked Questions,"2020 年 2 月 11 日，世界卫生组织宣布了导致最初于中国武汉发现的 2019 年新型冠状病毒爆发的疾病官方名称。该疾病的新名称是新型冠状病毒肺炎2019，缩写为 COVID-19。在 COVID-19 中，“CO”代表“冠状”、“VI”代表“病毒”，以及“D”代表“疾病”。该疾病此前被称为“2019 年新型冠状病毒”或“2019-nCoV”。 
人类冠状病毒有很多种，其中一些通常导致轻度上呼吸道疾病。COVID-19是一种由此前尚未在人体中发现的新型（或新的）冠状病毒引起的新疾病。此疾病名称根据世界卫生组织（WHO）新型人类传染疾病命名最佳实践external iconexternal icon而定。  "
59,控制良好的健康状况是什么意思？,一般而言，得到良好控制意味着您的状况稳定、无生命威胁，并且实验室评估和其他检验结果与不存在健康问题者很相似。如果您对自己的健康或者目前管理自己健康状况的方式存在疑问，则应与医务人员交谈。,chinese,Frequently Asked Questions,鉴于有关COVID-19传播方式的新数据，以及在全国各地社区中广泛传播的COVID-19疾病的相关证据，CDC建议人们在社区环境中佩戴布制面罩遮掩口鼻。这是人们为了减少COVID-19的传播应当采取的另一项公共卫生措施，补充（而非替代）保持社交距离、经常清洁手部和其他日常预防措施。布制面罩并非用于保护佩戴者，而是可以防止佩戴者将病毒传播给他人。这对于无症状感染者而言尤为重要。如果某人必须进入公共场所（例如杂货店），则应佩戴布制面罩。依照CDC现行指南中的建议，医用口罩和N-95口罩应留给医护人员和其他应急响应者使用。 
60,更严重疾病是什么意思？,严重程度一般指疾病或健康问题对您身体机能的影响程度。如果您对自己的健康或者目前管理自己健康状况的方式存在疑问，则应与医务人员交谈。,chinese,Frequently Asked Questions,CDC目前还没有数据表明这种新型冠状病毒或其类似的冠状病毒会通过蚊子或扁虱传播。COVID-19传播的主要方式为人传人。参看冠状病毒如何传播，获取更多信息。 
61,残疾人是否面临着更高的风险？,"从本质上而言，大多数残疾人感染COVID-19或由此患上重病的风险并不会比一般人更高。某些存在身体缺陷或其他残疾的人由于患有基础疾病而可能面临着更高的感染风险。

某些残疾人可能更容易出现慢性健康问题，从而使其更容易因为COVID-19而患上重症，并且预后不佳。成年残疾人患上心脏病、中风、糖尿病或癌症的概率是没有残疾的成年人的三倍。

如果您对自己的健康或者目前管理自己健康状况的方式存在疑问，则应与医务人员交谈。",chinese,Frequently Asked Questions,请参阅 CDC 有关将狗带入美国的要求。目前的狂犬病疫苗接种要求适用于从中国（狂犬病高风险国家）带入的狗。  
62,医疗护理专业人员和卫生部门应该怎么做？,获取关于被调查人员；感染控制，包括个人防护用品指南；居家护理和隔离；以及病例调查相关的建议和指南，参见医疗护理专业人员信息。有关样本采集和运输的信息，参见实验室信息。有关 COVID-19 公共卫生专业人员的信息，参见公共卫生专业人员信息。   ,chinese,Frequently Asked Questions,访问COVID-19预防和治疗页面，了解如何保护自己不感染呼吸道疾病，如COVID-19。 
63,如果我参加了 COVID-19 死亡患者的葬礼或探视，我会有风险吗？,目前尚不清楚在葬礼或探视中与 COVID-19 死亡患者同处一室是否存在风险。,chinese,Frequently Asked Questions,在您感染COVID-19时，应限制与宠物和其他动物之间的接触，正如应避免接触其他人一样。尽管还没有宠物感染COVID-19的报告，我们仍建议COVID-19患者限制与宠物的接触，直至获得有关此新型冠状病毒的更多信息。如果可能的话，在您患病期间让您家中的其他成员照顾您的动物。如果您患有COVID-19，请避免接触您的宠物，包括爱抚、依偎、被宠物亲吻或舔，以及共享食物。如果您在患病期间必须照顾自己的宠物或与宠物接触，请在与宠物互动之前和之后洗手。
64,如果我触碰了 COVID-19 死亡患者的遗体，我会有风险吗？,"COVID-19 是一种新的疾病， 我们仍在了解它的传播方式。一般认为，导致 COVID-19 的病毒主要是通过与正在患有 COVID-19 的人士密切接触（即约 6 英尺内）传播。这种病毒可能主要通过感染者咳嗽或打喷嚏时产生的呼吸道飞沫传播，类似于流感和其他呼吸道感染的传播方式。这些飞沫可能落在附近人群的口鼻处，或者被吸入肺部。因此，患者死后不会造成飞沫传播。 
人们可能会在接触了带有病毒的表面或物体之后又触摸自己的口鼻或眼部，并因此感染 COVID-19，但这并不是该病毒的主要传播方式。
我们不建议人们接触COVID-19死亡患者的遗体。老年人和患有严重基础疾病的各年龄段人群发生COVID-19重症的风险更高。这种病毒通过某些接触传播的可能性较小，例如在遗体满足探视条件的情况下握手或拥抱。如果可以，应在遗体处理完成之前、期间和之后避免其他活动，例如接吻、净身和裹布。如果净身或裹布是重要的宗教或文化习俗，建议家庭借助所在社区的文化和宗教领袖以及殡仪馆工作人员的帮助，尽量减少接触。从事殡仪活动的人员至少应戴一次性手套。如预计会有液体溅出，则还需佩戴其他个人防护设备（PPE）（例如一次性防护服、面罩或护目镜和N-95呼吸器）。
应根据所有清洁和消毒产品制造商指示（例如浓度、使用方法和接触时间）进行清洁。对于更难以杀灭的病毒，基于相关数据，由EPA批准的新发病毒性病原体产品pdf iconexternal iconpdf iconexternal icon据预测对于COVID-19病毒有效。脱掉PPE后，用肥皂和水洗手至少20秒，或者没有肥皂和水可用时，使用含至少60%酒精的免洗手消毒液保持手部卫生。如果双手明显脏污，应使用肥皂和水。  ",chinese,Frequently Asked Questions,与学校或相关机构讨论其应急预案。了解学校在关闭期间继续开展教育和社会服务的计划（如学生餐计划）。如果您的孩子在上大学，鼓励他们了解学校应对COVID-19疫情爆发的计划。  
65,殡仪馆工作人员在处理COVID-19死者时应该具备哪些知识？,"COVID-19患者病逝后可以举行葬礼和吊唁活动。在承接COVID-19逝者葬礼时，殡仪馆工作人员应遵守其常规传染预防和控制措施。如果需要将尸体装入尸袋，遵循标准预防措施，包括为预计可能出现的液体飞溅准备的额外个人防护用品（PPE）。对于运输装袋后的尸体，使用EPA批准适用于新发病毒性病原体的产品pdf iconexternal iconpdf iconexternal icon对尸袋外部进行消毒，因为根据耐受病毒的数据，这些产品预计会对COVID-19病毒有效。使用所有清洁和消毒产品时，遵循制造商指示（包括浓度、使用方法和接触时间等）。处理尸袋时，戴上一次性丁腈手套。  
可进行尸体防腐处理。尸体防腐期间，遵守标准预防措施，包括如果预计出现飞溅，使用额外PPE（例如一次性罩袍、面罩和N95口罩）。如果任何程序会产生气溶胶或者如果需要根据制造商标签使用化学品，穿戴相应的呼吸道防护用品。如果存在割伤、刺伤或其他破坏皮肤的伤害风险，穿戴重型手套而非一次性丁腈手套。关于如何安全进行产生气溶胶的程序相关更多信息，参见CDC尸检指南。清洁应根据制造商指示进行。根据来自更耐受病毒的数据，EPA批准适用于新发病毒性病原体的产品pdf iconexternal iconpdf iconexternal icon预计对COVID-19病毒有效。遵循制造商指示使用所有清洁和消毒产品（包括浓度、使用方法和接触时间）。  
清洁并脱卸 PPE 后，使用肥皂和清水洗手至少 20 秒，或者如果没有肥皂和水，使用含至少 60%酒精的免洗手消毒液，保持手部卫生。如果手部有明显污渍，则应使用肥皂和水洗手。 
可以对 COVID-19 死亡患者的遗体进行掩埋或火化，但是应检查州及地方政府是否对处理和处置某些传染病死亡患者遗体有其他要求。",chinese,Frequently Asked Questions,在学校停课期间，与学校确认膳食服务是否继续提供。许多学校的设施依然开放，允许家庭前去取餐，或者集中在某一地点提供自取免费餐。
66,如果我的家人在国外因 COVID-19 而死亡，该怎么办？,美国公民在美国境外死亡时，死者的近亲或法定代理人应通知美国国务院的美国领事官员。领事人员每周 7 天，每天 24 小时为美国公民提供海外紧急援助。如果死者的家庭成员、伴侣或法定代理人与死者不在同一国家，则应于东部时间周一至周五的上午 8 至下午 5 致电华盛顿特区的美国国务院海外公民服务办公室，电话为 888-407-4747（免费电话）或 202-501-4444 。如需在工作时间以外或周末和节假日寻求紧急援助，请拨打 202-647-4000 致电美国国务院总机，并要求与海外公民服务值班人员通话。此外，美国公民死亡地国家内或离该国最近的美国大使馆external iconexternal iconexternal icon可以提供帮助。 ,chinese,Frequently Asked Questions,隔离是指将曾经接触到传染性疾病、但尚未发生疾病（症状）的个人或群体与未接触到该疾病的其他人分开，以防止该疾病传播的可能。隔离通常根据传染病的潜伏期而确立，而潜伏期是指相关人员从接触病毒到发病的时间范围。COVID-19的隔离期为自最后一次接触之日起的14天，因为此病毒的潜伏期为2至14天。COVID-19的解除隔离人群通常不具有将病毒传播给他人的风险，因为他们在隔离期间没有发病。
67,如果我的家人在国外因 COVID-19 而死亡，要将遗体运回美国有什么要求？,"海外死者的遗体在运回美国之前，CDC 不要求进行尸检。根据死亡的具体情况，有些国家可能要求进行尸检。死者家庭可以向当地领事馆或大使馆、旅行保险提供商、旅行社，宗教组织和援助组织以及死者的雇主寻求支持。期间您可能需要提供死者身份正式鉴定和领事馆签发的官方文件。
CDC 对运送遗体回国的要求取决于遗体是否经过防腐处理、火化，或死者是否死于检疫传染病。 
目前，COVID-19 在美国属于检疫传染病，死者遗体必须符合《美国联邦法规法典》 第42 篇第 71.55 部分中的运回标准，并且必须满足以下情况才可批准、放行和授权遗体进入美国：

遗体已经过火化；或
遗体已经过适当的防腐处理，且置于密封棺材中；或
遗体附有 CDC 主任签发的许可证。遗体在运送期间必须始终随附 CDC 许可证（如适用）。
可以通过 CDC 全球移民与检疫处获得检疫传染病确诊或疑似患者遗体的运回许可证，请拨打 770-488-7100 联系 CDC 紧急应变中心或发送电子邮件至 dgmqpolicyoffice@cdc.gov。 



请参阅 CDC 指南 了解更多信息。 ",chinese,Frequently Asked Questions,每个地方的检测流程和地点都不一样。联系您的州、本地、部落或领地相关部门获取更多信息，或联系医疗卫生提供者。州和本地公共卫生部门已经收到了来自CDC的检测工具，而医疗卫生提供者的检测工具来自商业生产商。虽然这些检测的供给在增加，但要找到获得检测的地方可能还是很困难。查看COVID-19检测获取更多信息。 
68,CDC 为应对 COVID-19 采取了哪些措施？,CDC正与其他联邦合作伙伴一起提供全政府疫情应对。这是一个新发、快速发展的疫情，而CDC将继续提供最新信息。CDC24/7会尽一切力量保护人们的健康。更多关于CDC应对COVID-19疫情的信息可从线上获得。 ,chinese,Frequently Asked Questions,鉴于有关COVID-19传播方式的新数据，以及在全国各地社区中广泛传播的COVID-19疾病的相关证据，CDC建议人们在社区环境中佩戴布制面罩遮掩口鼻。这是人们为了减少COVID-19的传播应当采取的另一项公共卫生措施，补充（而非替代）保持社交距离、经常清洁手部和其他日常预防措施。布制面罩并非用于保护佩戴者，而是可以防止佩戴者将病毒传播给他人。这对于无症状感染者而言尤为重要。如果某人必须进入公共场所（例如杂货店），则应佩戴布制面罩。依照CDC现行指南中的建议，医用口罩和N-95口罩应留给医护人员和其他应急响应者使用。 
69,宠物或其他动物是否会使我感染COVID-19？,"当前，美国国内还没有证据表明陪伴动物，包括宠物，可以传播COVID-19给人类或者它们可能成为传染源。截至目前，CDC还没有收到美国宠物感染COVID-19的报告。
其他类型的冠状病毒可能使宠物生病，例如犬冠状病毒和猫冠状病毒。这些其他类型的冠状病毒无法传染人，并且与当前的COVID-19疫情爆发无关。
但是，由于动物可以向人传播其他疾病，在与宠物和其他动物相处时保持健康的习惯是明智的做法，例如洗手并保持良好卫生。如需详细了解拥有宠物的众多好处，以及在与宠物、牲畜和野生动物相处时如何保持安全和健康，请访问CDC的“健康的宠物，健康的人”网站。  ",chinese,Frequently Asked Questions,"


CDC推荐用肥皂和水洗手至少20秒，或者在没有肥皂和水可用时，使用含至少60%酒精的免洗手部消毒液。这些均为个人可以采取的日常预防措施，以减缓呼吸系统疾病（如COVID-19）的传播。 

洗手时，您可以使用普通肥皂或抗菌肥皂。普通肥皂跟抗菌肥皂一样可以有效移除细菌。
如果没有肥皂和水可用，您可以使用FDA批准的含至少60%酒精的免洗手消毒液。您可以通过产品标签确定该免洗手消毒液酒精含量是否达到60%。 

出于对原料正确使用的担忧external iconexternal icon 以及需要在无菌环境下操作的要求，CDC不建议制作和使用自制手部消毒液产品。本地行业正在寻求生产免洗手消毒液，以填补市场商品短缺，参见 世界卫生组织指南pdf iconexternal iconpdf iconexternal icon。一旦可以买到这些产品补给后，各组织应转而使用商业生产的、FDA批准的产品。  

为有效杀灭一些类型的致病微生物，免洗手消毒液需要至少60%的酒精含量并在手部没有明显脏污或油污的情况下使用。  
不要依赖主要基于精油或没有正确混合操作的“自己制作”或“自制”配方。
请勿使用免洗手消毒液为频繁接触表面和物体消毒。参见CDC关于家庭清洁和消毒的信息。 

查看手部卫生常见问题，获取医疗卫生人员对COVID-2019的回复。


"
70,我需要给我的宠物检测COVID-19吗？,没有。目前不建议为动物进行COVID-19检测。,chinese,Frequently Asked Questions,为您的工作场所可能发生的变动做好准备。与您的雇主讨论其应急预案，包括病假政策和远程办公选项。了解企业和雇主可以如何针对COVID-19制定计划并进行应对。 
71,动物皮肤或皮毛会携带COVID-19病毒吗？,"目前，没有证据表明COVID-19病毒会从宠物的皮肤或皮毛传播给人类。
关于照顾宠物的最佳方法，请咨询兽医。",chinese,Frequently Asked Questions,"引发COVID-19的病毒正在人际间传播。人们出现症状时（病情最严重）被认为传染性最高。因此CDC建议这类患者在医院或家中隔离（取决于病情），直至病情好转，不再有传染他人的风险。最近在无症状者中也检测到了病毒。 
患者的病毒活跃时间可能有所不同。因此，解除隔离的时间亦因人而异，需要采取基于检测或不基于检测的策略（即疾病开始后经过的时间以及恢复后经过的时间），与各州和本地公共卫生官员磋商决定，其中应考虑病情严重程度、疾病体征和症状，以及患者的实验室测试结果。
详细了解CDC关于何时可以解除隔离以及准许因COVID-19住院治疗的患者出院的指南。如需了解COVID-19患者何时能够停止居家隔离，请参阅关于COVID-19患者中止居家隔离的临时指南。  
解除隔离的人通常不会对他人构成感染风险。"
